nid,xx,xy,xz,vx,vy,vz,ns
1720,0.9333084869068523,-0.044598005632531655,0.35629522332083347,0.041665153402443825,0.9990050139481786,0.015905882507743767,+Y
1740,0.9330218495409925,-0.05171724334022229,0.3560836348674192,0.04831797870272108,0.9986617679381183,0.01844034145006971,+Y
1755,0.9329638289981315,-0.062156454896108264,0.35456320860446516,0.058102069261182186,0.9980664181880623,0.02208108767295509,+Y
1770,0.9320452162213786,-0.07124587815845178,0.35526854598215496,0.06657355773431417,0.9974587835321472,0.025375905208778155,+Y
1791,0.9311464115023971,-0.08582370849282459,0.35440182195743203,0.08021038734454818,0.9963103387301261,0.03052871929018441,+Y
1792,0.9311450236397055,-0.08582370849282459,0.35440546837139925,0.0802102677919164,0.9963103387301261,0.03052903339790487,+Y
1793,0.9312090060085778,-0.08489910970584247,0.3544600517684214,0.07934528752171434,0.9963895529215244,0.030202386941120367,+Y
1794,0.9312090060085778,-0.08489910970584247,0.3544600517684214,0.07934528752171434,0.9963895529215244,0.030202386941120367,+Y
1796,0.9314998549756026,-0.08489757626875717,0.35369537984559807,0.07936862583525162,0.9963896835795173,0.03013668344946519,+Y
1797,0.9314976318890675,-0.08489910979398213,0.3537008664694628,0.07936988047626485,0.9963895529140143,0.030137699265107554,+Y
1798,0.9311427950399714,-0.08582524189593022,0.3544109522837223,0.08021151955627413,0.99631020663923,0.030530055305688322,+Y
1799,0.9312112318292696,-0.0848976090406198,0.35445456365266387,0.07934406449454287,0.9963896807871838,0.03020138159587653,+Y
1800,0.9321408810989177,-0.07154515153660293,0.3549572778176802,0.06686150241253527,0.9974373620892715,0.025460718833803905,+Y
1802,0.9311427950399714,-0.08582524189593022,0.3544109522837223,0.08021151955627413,0.99631020663923,0.030530055305688322,+Y
1803,0.9311463919065491,-0.08582398662897764,0.35440180608812416,0.08021064753000763,0.9963103147710101,0.030528817594329016,+Y
1804,0.9312112333659295,-0.08489757617075139,0.3544545674884662,0.07934403368275296,0.9963896835878678,0.030201370144725178,+Y
1805,0.931207637070775,-0.08489883153770272,0.3544637147362146,0.07934490902064527,0.9963895766232869,0.030202599374437165,+Y
1807,0.9312112317020491,-0.0848976090406198,0.35445456398689335,0.07934406448370303,0.9963896807871838,0.030201381624354626,+Y
1808,0.9312098436328166,-0.0848976090406198,0.35445821065469946,0.07934394621294882,0.9963896807871838,0.030201692339513236,+Y
1809,0.931432731755005,-0.08582524189593022,0.35364826320641535,0.08023649560142196,0.99631020663923,0.03046435491025419,+Y
1811,0.931432731755005,-0.08582524189593022,0.35364826320641535,0.08023649560142196,0.99631020663923,0.03046435491025419,+Y
1813,0.9312112317020491,-0.0848976090406198,0.35445456398689335,0.07934406448370303,0.9963896807871838,0.030201381624354626,+Y
1814,0.9311441829241383,-0.08582524189593022,0.35440730587848224,0.08021163911290774,0.99631020663923,0.03052974119306587,+Y
1815,0.931207637070775,-0.08489883153770272,0.3544637147362146,0.07934490902064527,0.9963895766232869,0.030202599374437165,+Y
1816,0.9312112333659295,-0.08489757617075139,0.3544545674884662,0.07934403368275296,0.9963896835878678,0.030201370144725178,+Y
1818,0.931207617686152,-0.08489910979398213,0.3544636990151047,0.07934516931025239,0.9963895529140143,0.030202697742718516,+Y
1819,0.9312090057769271,-0.08489910979398213,0.3544600523558844,0.07934528758494805,0.9963895529140143,0.030202387022759018,+Y
1820,0.9329528370668849,-0.05349354027976683,0.3560020294284673,0.04997850962163232,0.9985681955421657,0.019071115008395343,+Y
1821,0.9311464115029631,-0.08582370848295925,0.35440182195833414,0.08021038733530843,0.996310338730976,0.03052871928672684,+Y
1822,0.9311450236402216,-0.08582370848295925,0.35440546837243253,0.08021026778267236,0.996310338730976,0.03052903339445856,+Y
1824,0.9314975960537157,-0.08489910974991892,0.3537009608550984,0.07936987738135863,0.9963895529177688,0.03013770729164503,+Y
1825,0.9314335692523312,-0.08582370848789861,0.3536464295468663,0.08023512355117125,0.9963103387305504,0.030463648621661895,+Y
1826,0.9312112335332678,-0.0848975762197609,0.3544545670371022,0.07934403374314715,0.9963896835836921,0.030201370123827783,+Y
1827,0.9312090059748399,-0.08489910974991892,0.35446005184649754,0.07934528756033184,0.9963895529177688,0.030202386963566776,+Y
1829,0.9312112317957895,-0.08489760907975849,0.3544545637312477,0.0793440645285342,0.996389680783849,0.030201381616596513,+Y
1831,0.9312112317957895,-0.08489760907975849,0.3544545637312477,0.0793440645285342,0.996389680783849,0.030201381616596513,+Y
1832,0.9311427950399663,-0.0858252418959369,0.35441095228373376,0.08021151955628,0.9963102066392293,0.030530055305691705,+Y
1833,0.931144182924158,-0.0858252418959369,0.3544073058784283,0.08021163911291576,0.9963102066392293,0.03052974119306362,+Y
1835,0.9312098532912773,-0.08489746995653624,0.35445821859313237,0.07934381610645577,0.9963896926378649,0.030201643178573993,+Y
1836,0.931144182924158,-0.0858252418959369,0.3544073058784283,0.08021163911291576,0.9963102066392293,0.03052974119306362,+Y
1837,0.9312090058106054,-0.08489910974991892,0.354460052277961,0.07934528754633795,0.9963895529177688,0.030202387000330372,+Y
1838,0.9314998129502797,-0.0848975762197609,0.3536954905361445,0.0793686222083379,0.9963896835836921,0.03013669286335586,+Y
1841,0.9311427950399663,-0.0858252418959369,0.35441095228373376,0.08021151955628,0.9963102066392293,0.030530055305691705,+Y
1842,0.9312090059748399,-0.08489910974991892,0.35446005184649754,0.07934528756033184,0.9963895529177688,0.030202386963566776,+Y
1855,0.9304280362942423,-0.030132317053942835,0.3652337782114365,0.02804868897234324,0.9995459186395393,0.011010339593858356,+Y
1857,0.9305338283229198,-0.03025521008578969,0.36495399245570076,0.02816639086289871,0.9995422063438165,0.011046816876081823,+Y
1860,0.9327418475305654,-0.014569084770309193,0.3602504512616506,0.013590637484369663,0.9998938652521854,0.005249076472380784,+Y
1863,0.9343607533068,0.0,0.3563284758196421,0.0,1.0,0.0,+Y
2420,0.971897026929569,0.0,0.23540639125874346,0.0,1.0,0.0,+Y
2445,0.9737218565690444,0.0,0.22774052349051385,0.0,1.0,0.0,+Y
2460,0.97437912068157,0.0,0.22491182534453477,0.0,1.0,0.0,+Y
2480,0.9731760203435884,0.0,0.23006180349683342,0.0,1.0,0.0,+Y
2610,0.24262982361571953,0.0,-0.9701189456413088,0.0,1.0,0.0,+Y
2640,0.9729812042274513,0.0,0.23088433515528675,0.0,1.0,0.0,+Y
2670,0.9729210963705639,0.0,0.23113749206284107,0.0,1.0,0.0,+Y
2710,0.23921283669514873,0.01851594581339664,-0.9707905945727408,-0.0044300113803182216,0.999828565180369,0.017978188132703795,+Y
3010,0.9692214531107448,0.0,0.24619052546736314,0.0,1.0,0.0,+Y
3040,0.2339403826872547,0.0,-0.9722509436087685,0.0,1.0,0.0,+Y
3110,0.9708711719414482,0.0,0.23960210243868663,0.0,1.0,0.0,+Y
